test-02.dat Yes 0.272023
test-03.dat Yes 0.503350
test-04.dat Yes 0.000000
test-04.dat Yes 0.000000
test-05.dat Yes 0.000000
test-06.dat Yes 0.399666
test-06.dat Yes 0.279922
test-07.dat Yes 0.407953
test-07.dat Yes 0.591810
test-08.dat Yes 0.217773
test-08.dat Yes 0.406063
test-10.dat Yes 0.502151
test-11.dat Yes 0.000000
test-12.dat Yes 0.000000
test-12.dat Yes 0.053240
test-13.dat Yes 0.000000
test-15.dat Yes 0.000000
test-16.dat Yes 0.000000
test-16.dat Yes 0.433849
test-16.dat Yes 0.000000
test-17.dat Yes 0.000000
test-18.dat Yes 0.713777
test-19.dat Yes 0.000000
test-20.dat Yes 0.640034
test-21.dat Yes 0.000000
test-21.dat Yes 0.000000
test-22.dat Yes 0.396171
test-22.dat Yes 0.000000
test-23.dat Yes 0.267438
test-25.dat Yes 0.038991
test-25.dat Yes 0.362350
test-25.dat Yes 0.311334
test-26.dat Yes 0.000000
test-26.dat Yes 0.105242
test-27.dat Yes 0.263539
test-28.dat Yes 0.000000
test-29.dat Yes 0.566516
test-30.dat Yes 0.448785
test-33.dat Yes 0.373683
test-34.dat Yes 0.518181
test-35.dat Yes 0.678798
test-36.dat Yes 0.000000
test-36.dat Yes 0.000000
test-36.dat Yes 0.000000
test-36.dat Yes 0.000000
test-37.dat Yes 0.576476
test-38.dat Yes 0.309324
test-39.dat Yes 0.275331
test-39.dat Yes 0.408122
test-40.dat Yes 0.000000
test-40.dat Yes 0.405973
test-41.dat Yes 0.000000
test-41.dat Yes 0.261678
test-42.dat Yes 0.000000
test-42.dat Yes 0.000000
test-43.dat Yes 0.000000
test-43.dat Yes 0.291304
test-43.dat Yes 0.000000
test-44.dat Yes 0.000000
test-45.dat Yes 0.341914
test-45.dat Yes 0.301483
test-46.dat Yes 0.000000
test-46.dat Yes 0.000000
test-46.dat Yes 0.350934
test-46.dat Yes 0.138347
test-47.dat Yes 0.000000
test-47.dat Yes 0.000000
test-47.dat Yes 0.000000
test-48.dat Yes 0.000000
test-48.dat Yes 0.325902
test-48.dat Yes 0.356920
test-48.dat Yes 0.000000
test-50.dat Yes 0.000000
test-50.dat Yes 0.000000
test-51.dat Yes 0.376190
test-52.dat Yes 0.376081
test-53.dat Yes 0.346775
test-53.dat Yes 0.415819
test-54.dat Yes 0.000000
test-54.dat Yes 0.383094
test-54.dat Yes 0.000000
test-55.dat Yes 0.425348
test-56.dat Yes 0.406777
test-56.dat Yes 0.246736
test-57.dat Yes 0.000000
test-57.dat Yes 0.000000
test-57.dat Yes 0.000000
test-57.dat Yes 0.346278
test-57.dat Yes 0.000000
test-58.dat Yes 0.000000
test-58.dat Yes 0.177113
test-58.dat Yes 0.000000
test-58.dat Yes 0.355745
test-58.dat Yes 0.000000
test-59.dat Yes 0.000000
test-59.dat Yes 0.124183
test-59.dat Yes 0.491666
test-60.dat Yes 0.000000
test-60.dat Yes 0.377937
test-60.dat Yes 0.000000
test-61.dat Yes 0.000000
test-61.dat Yes 0.000000
test-61.dat Yes 0.434672
test-62.dat Yes 0.000000
test-62.dat Yes 0.353477
test-63.dat Yes 0.000000
test-63.dat Yes 0.209785
test-63.dat Yes 0.000000
test-64.dat Yes 0.000000
test-64.dat Yes 0.039044
test-64.dat Yes 0.286914
test-65.dat Yes 0.000000
test-65.dat Yes 0.017351
test-65.dat Yes 0.000000
test-65.dat Yes 0.372689
test-66.dat Yes 0.451642
test-67.dat Yes 0.517795
test-68.dat Yes 0.330209
test-69.dat Yes 0.405551
test-70.dat Yes 0.372993
test-71.dat Yes 0.531161
test-72.dat Yes 0.372601
test-73.dat Yes 0.000000
test-73.dat Yes 0.059013
test-74.dat Yes 0.315528
