001 0 5.47
002 0 0.218
003 0 0.312
004 0 0.362
005 0 0.639
006 0 0.249
007 0 0.296
008 0 0.243
009 0 0.369
010 0 4.609
011 0 0.27
012 0 0.252
013 0 0.276
014 0 0.321
015 0 0.251
016 0 0.302
017 0 0.268
018 0 0.32
019 0 4.636
020 0 0.362
021 2 5.802 352.4122807017544 154.9793601651187 25 50 375.5288957688339 150.02579979360166 25 50
022 2 5.457 350.76109391124874 161.5841073271414 25 50 372.2265221878225 163.23529411764707 25 50
023 4 7.556 354.0634674922601 169.84004127966978 25 50 365.6217750257998 168.1888544891641 25 50 377.18008255933955 166.53766769865842 25 50 418.45975232198145 163.23529411764707 25 50
024 2 6.262 370.57533539731685 163.23529411764707 25 50 395.343137254902 163.23529411764707 25 50
025 2 4.67 382.1336429308566 161.5841073271414 25 50 408.5526315789474 168.1888544891641 25 50
026 1 2.936 405.25025799793605 166.53766769865842 25 50
001 0 0.782
002 0 0.299
003 0 0.322
004 0 0.377
005 0 0.372
006 0 0.361
007 0 0.332
008 0 0.3
009 0 0.339
010 0 0.288
011 0 0.293
012 0 0.293
013 0 0.33
014 0 0.337
015 0 0.371
016 0 0.408
017 0 0.46
018 0 0.631
019 0 0.895
020 0 0.645
021 0 0.565
022 2 5.752 349.10990712074306 156.63054695562437 25 50 368.9241486068112 154.9793601651187 25 50
023 2 5.54 359.0170278637771 163.23529411764707 25 50 383.78482972136226 163.23529411764707 25 50
024 4 8.032 365.6217750257998 168.1888544891641 25 50 378.83126934984523 166.53766769865842 25 50 392.04076367389064 169.84004127966978 25 50 436.6228070175439 159.93292053663572 25 50
025 2 4.437 378.83126934984523 166.53766769865842 25 50 405.25025799793605 166.53766769865842 25 50
026 2 4.226 388.7383900928793 166.53766769865842 25 50 415.1573787409701 166.53766769865842 25 50
027 1 4.016 411.85500515995875 164.88648090815275 25 50
028 2 7.444 420.11093911248713 171.49122807017545 25 50 598.9876096491229 170.52566273219819 37.112500000000026 65.14062499999994
029 1 4.605 438.65680276057793 161.64982182017548 40.746250000000046 69.68281249999993
030 2 9.352 492.6489022187822 161.44128773219822 51.64750000000011 83.30937499999987 470.1950399896801 167.22328915118683 37.112500000000026 65.14062499999994
031 1 7.503 477.0683404282765 152.28550293472665 79.50625000000026 118.13281249999974
032 0 1.899
033 1 3.972 65.10577915376678 169.84004127966978 25 50
034 0 3.174
035 0 0.27
036 0 0.308
037 0 0.359
038 0 0.456
039 0 2.697
040 0 0.276
041 0 0.382
042 0 0.316
043 0 0.372
044 0 2.648
045 0 0.282
046 0 0.363
047 0 0.241
048 0 0.307
049 0 4.334
050 0 0.249
051 0 0.318
052 0 0.29
053 0 0.403
054 0 0.338
055 0 0.492
056 1 2.412 256.6434468524252 159.93292053663572 25 50
057 1 3.841 284.7136222910217 161.5841073271414 25 50
058 1 3.677 322.69091847265224 159.93292053663572 25 50
059 1 2.745 352.4122807017544 163.23529411764707 25 50
060 1 3.114 383.78482972136226 166.53766769865842 25 50
061 3 7.487 423.4133126934985 168.1888544891641 25 50 22.174922600619198 164.88648090815275 25 50 40.337977296181634 169.84004127966978 25 50
062 1 5.984 461.3049171181631 165.6049596071982 44.98562500000007 74.9820312499999
063 0 4.487
064 0 0.226
065 0 0.217
066 0 0.217
067 0 0.261
068 0 0.303
069 0 0.277
070 0 0.638
071 0 0.678
072 0 1.497
073 1 3.056 392.04076367389064 146.7234262125903 25 50
074 0 1.535
075 0 2.008
076 0 0.254
077 0 0.301
078 0 2.984
079 0 0.294
080 0 0.401
081 0 0.434
082 1 4.169 416.8085655314758 146.7234262125903 25 50
083 0 1.037
084 0 0.47
085 1 11.14 400.296697626419 146.7234262125903 25 50
086 0 2.226
087 0 0.293
088 0 0.367
089 0 3.574
090 0 0.216
091 0 0.232
092 0 0.678
093 1 3.88 431.66924664602686 123.60681114551085 25 50
094 1 3.221 434.9716202270382 126.9091847265222 25 50
095 1 3.35 441.5763673890609 130.21155830753355 25 50
096 2 4.894 454.7858617131063 128.56037151702787 25 50 532.3916408668731 136.81630546955626 25 50
097 1 3.236 467.99535603715174 130.21155830753355 25 50
098 1 2.659 479.55366357069147 133.5139318885449 25 50
